author,shortname,id,url,abstract
Erik Demaine,Demaine_Erik,arXiv:1607.01826,https://arxiv.org/abs/1607.01826,"Abstract:  We study the computational complexity of the Buttons \& Scissors game and
obtain sharp thresholds with respect to several parameters. Specifically we
show that the game is NP-complete for $C = 2$ colors but polytime solvable for
$C = 1$. Similarly the game is NP-complete if every color is used by at most $F
= 4$ buttons but polytime solvable for $F \leq 3$. We also consider
restrictions on the board size, cut directions, and cut sizes. Finally, we
introduce several natural two-player versions of the game and show that they
are PSPACE-complete."
Erik Demaine,Demaine_Erik,arXiv:1605.08475,https://arxiv.org/abs/1605.08475,"Abstract:  We introduce a new programming language for expressing reversibility,
Energy-Efficient Language (Eel), geared toward algorithm design and
implementation. Eel is the first language to take advantage of a partially
reversible computation model, where programs can be composed of both reversible
and irreversible operations. In this model, irreversible operations cost energy
for every bit of information created or destroyed. To handle programs of
varying degrees of reversibility, Eel supports a log stack to automatically
trade energy costs for space costs, and introduces many powerful control logic
operators including protected conditional, general conditional, protected
loops, and general loops. In this paper, we present the design and compiler for
the three language levels of Eel along with an interpreter to simulate and
annotate incurred energy costs of a program."
Erik Demaine,Demaine_Erik,arXiv:1605.08448,https://arxiv.org/abs/1605.08448,"Abstract:  We initiate the systematic study of the energy complexity of algorithms (in
addition to time and space complexity) based on Landauer's Principle in
physics, which gives a lower bound on the amount of energy a system must
dissipate if it destroys information. We propose energy-aware variations of
three standard models of computation: circuit RAM, word RAM, and
transdichotomous RAM. On top of these models, we build familiar high-level
primitives such as control logic, memory allocation, and garbage collection
with zero energy complexity and only constant-factor overheads in space and
time complexity, enabling simple expression of energy-efficient algorithms. We
analyze several classic algorithms in our models and develop low-energy
variations: comparison sort, insertion sort, counting sort, breadth-first
search, Bellman-Ford, Floyd-Warshall, matrix all-pairs shortest paths, AVL
trees, binary heaps, and dynamic arrays. We explore the time/space/energy
trade-off and develop several general techniques for analyzing algorithms and
reducing their energy complexity. These results lay a theoretical foundation
for a new field of semi-reversible computing and provide a new framework for
the investigation of algorithms."
Erik Demaine,Demaine_Erik,arXiv:1601.05747,https://arxiv.org/abs/1601.05747,"Abstract:  Modeling folding surfaces with nonzero thickness is of practical interest for
mechanical engineering. There are many existing approaches that account for
material thickness in folding applications. We propose a new systematic and
broadly applicable algorithm to transform certain flat-foldable crease patterns
into new crease patterns with similar folded structure but with a
facet-separated folded state. We provide conditions on input crease patterns
for the algorithm to produce a thickened crease pattern avoiding local self
intersection, and provide bounds for the maximum thickness that the algorithm
can produce for a given input. We demonstrate these results in parameterized
numerical simulations and physical models."
Erik Demaine,Demaine_Erik,arXiv:1601.05706,https://arxiv.org/abs/1601.05706,"Abstract:  Inspired by the Japanese game Pachinko, we study simple (perfectly
""inelastic"" collisions) dynamics of a unit ball falling amidst point obstacles
(pins) in the plane. A classic example is that a checkerboard grid of pins
produces the binomial distribution, but what probability distributions result
from different pin placements? In the 50-50 model, where the pins form a subset
of this grid, not all probability distributions are possible, but surprisingly
the uniform distribution is possible for $\{1,2,4,8,16\}$ possible drop
locations. Furthermore, every probability distribution can be approximated
arbitrarily closely, and every dyadic probability distribution can be divided
by a suitable power of $2$ and then constructed exactly (along with extra
""junk"" outputs). In a more general model, if a ball hits a pin off center, it
falls left or right accordingly. Then we prove a universality result: any
distribution of $n$ dyadic probabilities, each specified by $k$ bits, can be
constructed using $O(n k^2)$ pins, which is close to the information-theoretic
lower bound of $\Omega(n k)$."
Erik Demaine,Demaine_Erik,arXiv:1512.06706,https://arxiv.org/abs/1512.06706,"Abstract:  We prove that it is NP-hard to dissect one simple orthogonal polygon into
another using a given number of pieces, as is approximating the fewest pieces
to within a factor of $1+1/1080-\varepsilon$."
Erik Demaine,Demaine_Erik,arXiv:1507.01644,https://arxiv.org/abs/1507.01644,"Abstract:  We develop an intrinsic necessary and sufficient condition for single-vertex
origami crease patterns to be able to fold rigidly. We classify such patterns
in the case where the creases are pre-assigned to be mountains and valleys as
well as in the unassigned case. We also illustrate the utility of this result
by applying it to the new concept of minimal forcing sets for rigid origami
models, which are the smallest collection of creases that, when folded, will
force all the other creases to fold in a prescribed way."
Erik Demaine,Demaine_Erik,arXiv:1506.08409,https://arxiv.org/abs/1506.08409,"Abstract:  We prove that the classic 1994 Taito video game, known as Puzzle Bobble or
Bust-a-Move, is NP-complete. Our proof applies to the perfect-information
version where the bubble sequence is known in advance, and it uses just three
bubble colors."
Erik Demaine,Demaine_Erik,arXiv:1505.07862,https://arxiv.org/abs/1505.07862,"Abstract:  We consider staged self-assembly systems, in which square-shaped tiles can be
added to bins in several stages. Within these bins, the tiles may connect to
each other, depending on the glue types of their edges. Previous work by
Demaine et al. showed that a relatively small number of tile types suffices to
produce arbitrary shapes in this model. However, these constructions were only
based on a spanning tree of the geometric shape, so they did not produce full
connectivity of the underlying grid graph in the case of shapes with holes;
designing fully connected assemblies with a polylogarithmic number of stages
was left as a major open problem. We resolve this challenge by presenting new
systems for staged assembly that produce fully connected polyominoes in O(log^2
n) stages, for various scale factors and temperature {\tau} = 2 as well as
{\tau} = 1. Our constructions work even for shapes with holes and uses only a
constant number of glues and tiles. Moreover, the underlying approach is more
geometric in nature, implying that it promised to be more feasible for shapes
with compact geometric description."
Erik Demaine,Demaine_Erik,arXiv:1502.03191,https://arxiv.org/abs/1502.03191,"Abstract:  We describe a general family of curved-crease folding tessellations
consisting of a repeating ""lens"" motif formed by two convex curved arcs. The
third author invented the first such design in 1992, when he made both a sketch
of the crease pattern and a vinyl model (pictured below). Curve fitting
suggests that this initial design used circular arcs. We show that in fact the
curve can be chosen to be any smooth convex curve without inflection point. We
identify the ruling configuration through qualitative properties that a curved
folding satisfies, and prove that the folded form exists with no additional
creases, through the use of differential geometry."
Erik Demaine,Demaine_Erik,arXiv:1411.6371,https://arxiv.org/abs/1411.6371,"Abstract:  In this paper, we study how to fold a specified origami crease pattern in
order to minimize the impact of paper thickness. Specifically, origami designs
are often expressed by a mountain-valley pattern (plane graph of creases with
relative fold orientations), but in general this specification is consistent
with exponentially many possible folded states. We analyze the complexity of
finding the best consistent folded state according to two metrics: minimizing
the total number of layers in the folded state (so that a ""flat folding"" is
indeed close to flat), and minimizing the total amount of paper required to
execute the folding (where ""thicker"" creases consume more paper). We prove both
problems strongly NP-complete even for 1D folding. On the other hand, we prove
the first problem fixed-parameter tractable in 1D with respect to the number of
layers."
Erik Demaine,Demaine_Erik,arXiv:1410.6520,https://arxiv.org/abs/1410.6520,"Abstract:  Given a sheet of paper and a prescribed folding of its boundary, is there a
way to fold the paper's interior without stretching so that the boundary lines
up with the prescribed boundary folding? For polygonal boundaries
nonexpansively folded at finitely many points, we prove that a consistent
isometric mapping of the polygon interior always exists and is computable in
polynomial time."
Erik Demaine,Demaine_Erik,arXiv:1410.5845,https://arxiv.org/abs/1410.5845,"Abstract:  When can $t$ terminal pairs in an $m \times n$ grid be connected by $t$
vertex-disjoint paths that cover all vertices of the grid? We prove that this
problem is NP-complete. Our hardness result can be compared to two previous
NP-hardness proofs: Lynch's 1975 proof without the ``cover all vertices''
constraint, and Kotsuma and Takenaga's 2010 proof when the paths are restricted
to have the fewest possible corners within their homotopy class. The latter
restriction is a common form of the famous Nikoli puzzle \emph{Numberlink}; our
problem is another common form of Numberlink, sometimes called \emph{Zig-Zag
Numberlink} and popularized by the smartphone app \emph{Flow Free}."
Erik Demaine,Demaine_Erik,arXiv:1408.6771,https://arxiv.org/abs/1408.6771,"Abstract:  When can a plane graph with prescribed edge lengths and prescribed angles
(from among $\{0,180^\circ, 360^\circ$\}) be folded flat to lie in an
infinitesimally thin line, without crossings? This problem generalizes the
classic theory of single-vertex flat origami with prescribed mountain-valley
assignment, which corresponds to the case of a cycle graph. We characterize
such flat-foldable plane graphs by two obviously necessary but also sufficient
conditions, proving a conjecture made in 2001: the angles at each vertex should
sum to $360^\circ$, and every face of the graph must itself be flat foldable.
This characterization leads to a linear-time algorithm for testing flat
foldability of plane graphs with prescribed edge lengths and angles, and a
polynomial-time algorithm for counting the number of distinct folded states."
Erik Demaine,Demaine_Erik,arXiv:1406.6576,https://arxiv.org/abs/1406.6576,"Abstract:  Suppose that we are given two independent sets $I_b$ and $I_r$ of a graph
such that $|I_b|=|I_r|$, and imagine that a token is placed on each vertex in
$I_b$. Then, the sliding token problem is to determine whether there exists a
sequence of independent sets which transforms $I_b$ into $I_r$ so that each
independent set in the sequence results from the previous one by sliding
exactly one token along an edge in the graph. This problem is known to be
PSPACE-complete even for planar graphs, and also for bounded treewidth graphs.
In this paper, we thus study the problem restricted to trees, and give the
following three results: (1) the decision problem is solvable in linear time;
(2) for a yes-instance, we can find in quadratic time an actual sequence of
independent sets between $I_b$ and $I_r$ whose length (i.e., the number of
token-slides) is quadratic; and (3) there exists an infinite family of
instances on paths for which any sequence requires quadratic length."
Erik Demaine,Demaine_Erik,arXiv:1406.2587,https://arxiv.org/abs/1406.2587,"Abstract:  This research establishes that many real-world networks exhibit bounded
expansion, a strong notion of structural sparsity, and demonstrates that it can
be leveraged to design efficient algorithms for network analysis. We analyze
several common network models regarding their structural sparsity. We show
that, with high probability, (1) graphs sampled with a prescribed s parse
degree sequence; (2) perturbed bounded-degree graphs; (3) stochastic block
models with small probabilities; result in graphs of bounded expansion.
In contrast, we show that the Kleinberg and the Barabasi-Albert model have
unbounded expansion. We support our findings with empirical measurements on a
corpus of real-world networks."
Erik Demaine,Demaine_Erik,arXiv:1405.3739,https://arxiv.org/abs/1405.3739,"Abstract:  In this paper, we study the problem of fast dynamic pointer following: given
a directed graph $G$ where each vertex has outdegree $1$, efficiently support
the operations of i) changing the outgoing edge of any vertex, and ii) find the
vertex $k$ vertices `after' a given vertex. We exhibit a solution to this
problem based on link-cut trees that requires $O(\lg n)$ time per operation,
and prove that this is optimal in the cell-probe complexity model."
Erik Demaine,Demaine_Erik,arXiv:1405.2378,https://arxiv.org/abs/1405.2378,"Abstract:  Can folding a piece of paper flat make it larger? We explore whether a shape
$S$ must be scaled to cover a flat-folded copy of itself. We consider both
single folds and arbitrary folds (continuous piecewise isometries $S\rightarrow
R^2$). The underlying problem is motivated by computational origami, and is
related to other covering and fixturing problems, such as Lebesgue's universal
cover problem and force closure grasps. In addition to considering special
shapes (squares, equilateral triangles, polygons and disks), we give upper and
lower bounds on scale factors for single folds of convex objects and arbitrary
folds of simply connected objects."
Erik Demaine,Demaine_Erik,arXiv:1404.1775,https://arxiv.org/abs/1404.1775,"Abstract:  Over the past decade, we have designed six typefaces based on mathematical
theorems and open problems, specifically computational geometry. These
typefaces expose the general public in a unique way to intriguing results and
hard problems in hinged dissections, geometric tours, origami design,
computer-aided glass design, physical simulation, and protein folding. In
particular, most of these typefaces include puzzle fonts, where reading the
intended message requires solving a series of puzzles which illustrate the
challenge of the underlying algorithmic problem."
Erik Demaine,Demaine_Erik,arXiv:1403.7980,https://arxiv.org/abs/1403.7980,"Abstract:  A stacking operation adds a $d$-simplex on top of a facet of a simplicial
$d$-polytope while maintaining the convexity of the polytope. A stacked
$d$-polytope is a polytope that is obtained from a $d$-simplex and a series of
stacking operations. We show that for a fixed $d$ every stacked $d$-polytope
with $n$ vertices can be realized with nonnegative integer coordinates. The
coordinates are bounded by $O(n^{2\log(2d)})$, except for one axis, where the
coordinates are bounded by $O(n^{3\log(2d)})$. The described realization can be
computed with an easy algorithm.
The realization of the polytopes is obtained with a lifting technique which
produces an embedding on a large grid. We establish a rounding scheme that
places the vertices on a sparser grid, while maintaining the convexity of the
embedding."
Erik Demaine,Demaine_Erik,arXiv:1402.3749,https://arxiv.org/abs/1402.3749,"Abstract:  Micro- and nanorobots are often controlled by global input signals, such as
an electromagnetic or gravitational field. These fields move each robot
maximally until it hits a stationary obstacle or another stationary robot. This
paper investigates 2D motion-planning complexity for large swarms of simple
mobile robots (such as bacteria, sensors, or smart building material).
In previous work we proved it is NP-hard to decide whether a given initial
configuration can be transformed into a desired target configuration; in this
paper we prove a stronger result: the problem of finding an optimal control
sequence is PSPACE-complete. On the positive side, we show we can build useful
systems by designing obstacles. We present a reconfigurable hardware platform
and demonstrate how to form arbitrary permutations and build a compact absolute
encoder. We then take the same platform and use dual-rail logic to build a
universal logic gate that concurrently evaluates AND, NAND, NOR and OR
operations. Using many of these gates and appropriate interconnects we can
evaluate any logical expression."
Erik Demaine,Demaine_Erik,arXiv:1401.7970,https://arxiv.org/abs/1401.7970,"Abstract:  We study the power of fractional allocations of resources to maximize
influence in a network. This work extends in a natural way the well-studied
model by Kempe, Kleinberg, and Tardos (2003), where a designer selects a
(small) seed set of nodes in a social network to influence directly, this
influence cascades when other nodes reach certain thresholds of neighbor
influence, and the goal is to maximize the final number of influenced nodes.
Despite extensive study from both practical and theoretical viewpoints, this
model limits the designer to a binary choice for each node, with no way to
apply intermediate levels of influence. This model captures some settings
precisely, e.g. exposure to an idea or pathogen, but it fails to capture very
relevant concerns in others, for example, a manufacturer promoting a new
product by distributing five ""20% off"" coupons instead of giving away one free
product.
While fractional versions of problems tend to be easier to solve than
integral versions, for influence maximization, we show that the two versions
have essentially the same computational complexity. On the other hand, the two
versions can have vastly different solutions: the added flexibility of
fractional allocation can lead to significantly improved influence. Our main
theoretical contribution is to show how to adapt the major positive results
from the integral case to the fractional case. Specifically, Mossel and Roch
(2006) used the submodularity of influence to obtain their integral results; we
introduce a new notion of continuous submodularity, and use this to obtain
matching fractional results. We conclude that we can achieve the same greedy
$(1-1/e-\epsilon)$-approximation for the fractional case as the integral case.
In practice, we find that the fractional model performs substantially better
than the integral model, according to simulations on real-world social network
data."
Erik Demaine,Demaine_Erik,arXiv:1310.4561,https://arxiv.org/abs/1310.4561,"Abstract:  We define a new class of orthogonal polyhedra, called orthogrids, that can be
unfolded without overlap with constant refinement of the gridded surface."
Erik Demaine,Demaine_Erik,arXiv:1306.6710,https://arxiv.org/abs/1306.6710,"Abstract:  The well-studied Two-Handed Tile Assembly Model (2HAM) is a model of tile
assembly in which pairs of large assemblies can bind, or self-assemble,
together. In order to bind, two assemblies must have matching glues that can
simultaneously touch each other, and stick together with strength that is at
least the temperature $\tau$, where $\tau$ is some fixed positive integer. We
ask whether the 2HAM is intrinsically universal, in other words we ask: is
there a single universal 2HAM tile set $U$ which can be used to simulate any
instance of the model? Our main result is a negative answer to this question.
We show that for all $\tau' < \tau$, each temperature-$\tau'$ 2HAM tile system
does not simulate at least one temperature-$\tau$ 2HAM tile system. This
impossibility result proves that the 2HAM is not intrinsically universal, in
stark contrast to the simpler (single-tile addition only) abstract Tile
Assembly Model which is intrinsically universal (""The tile assembly model is
intrinsically universal"", FOCS 2012). However, on the positive side, we prove
that, for every fixed temperature $\tau \geq 2$, temperature-$\tau$ 2HAM tile
systems are indeed intrinsically universal: in other words, for each $\tau$
there is a single universal 2HAM tile set $U$ that, when appropriately
initialized, is capable of simulating the behavior of any temperature-$\tau$
2HAM tile system. As a corollary of these results we find an infinite set of
infinite hierarchies of 2HAM systems with strictly increasing simulation power
within each hierarchy. Finally, we show that for each $\tau$, there is a
temperature-$\tau$ 2HAM system that simultaneously simulates all
temperature-$\tau$ 2HAM systems."
Erik Demaine,Demaine_Erik,arXiv:1304.7604,https://arxiv.org/abs/1304.7604,"Abstract:  We present a general transformation for combining a constant number of binary
search tree data structures (BSTs) into a single BST whose running time is
within a constant factor of the minimum of any ""well-behaved"" bound on the
running time of the given BSTs, for any online access sequence.
(A BST has a well behaved bound with $f(n)$ overhead if it spends at most
\bigoh{f(n)} time per access and its bound satisfies a weak sense of closure
under subsequences.) In particular, we obtain a BST data structure that is
\bigoh{\log\log n} competitive, satisfies the working set bound (and thus
satisfies the static finger bound and the static optimality bound), satisfies
the dynamic finger bound, satisfies the unified bound with an additive
\bigoh{\log\log n} factor, and performs each access in worst-case \bigoh{\log
n} time."
Erik Demaine,Demaine_Erik,arXiv:1212.4771,https://arxiv.org/abs/1212.4771,"Abstract:  We give subquadratic algorithms that, given two necklaces each with n beads
at arbitrary positions, compute the optimal rotation of the necklaces to best
align the beads. Here alignment is measured according to the p norm of the
vector of distances between pairs of beads from opposite necklaces in the best
perfect matching. We show surprisingly different results for p = 1, p even, and
p = \infty. For p even, we reduce the problem to standard convolution, while
for p = \infty and p = 1, we reduce the problem to (min, +) convolution and
(median, +) convolution. Then we solve the latter two convolution problems in
subquadratic time, which are interesting results in their own right. These
results shed some light on the classic sorting X + Y problem, because the
convolutions can be viewed as computing order statistics on the antidiagonals
of the X + Y matrix. All of our algorithms run in o(n^2) time, whereas the
obvious algorithms for these problems run in \Theta(n^2) time."
Erik Demaine,Demaine_Erik,arXiv:1212.4756,https://arxiv.org/abs/1212.4756,"Abstract:  In this paper we explore the power of tile self-assembly models that extend
the well-studied abstract Tile Assembly Model (aTAM) by permitting tiles of
shapes beyond unit squares. Our main result shows the surprising fact that any
aTAM system, consisting of many different tile types, can be simulated by a
single tile type of a general shape. As a consequence, we obtain a single
universal tile type of a single (constant-size) shape that serves as a
""universal tile machine"": the single universal tile type can simulate any
desired aTAM system when given a single seed assembly that encodes the desired
aTAM system. We also show how to adapt this result to convert any of a variety
of plane tiling systems (such as Wang tiles) into a ""nearly"" plane tiling
system with a single tile (but with small gaps between the tiles). All of these
results rely on the ability to both rotate and translate tiles; by contrast, we
show that a single nonrotatable tile, of arbitrary shape, can produce
assemblies which either grow infinitely or cannot grow at all, implying
drastically limited computational power.
On the positive side, we show how to simulate arbitrary cellular automata for
a limited number of steps using a single nonrotatable tile and a linear-size
seed assembly."
Erik Demaine,Demaine_Erik,arXiv:1205.6960,https://arxiv.org/abs/1205.6960,"Abstract:  We study an extensive class of movement minimization problems which arise
from many practical scenarios but so far have little theoretical study. In
general, these problems involve planning the coordinated motion of a collection
of agents (representing robots, people, map labels, network messages, etc.) to
achieve a global property in the network while minimizing the maximum or
average movement (expended energy). The only previous theoretical results about
this class of problems are about approximation, and mainly negative: many
movement problems of interest have polynomial inapproximability. Given that the
number of mobile agents is typically much smaller than the complexity of the
environment, we turn to fixed-parameter tractability. We characterize the
boundary between tractable and intractable movement problems in a very general
set up: it turns out the complexity of the problem fundamentally depends on the
treewidth of the minimal configurations. Thus the complexity of a particular
problem can be determined by answering a purely combinatorial question. Using
our general tools, we determine the complexity of several concrete problems and
fortunately show that many movement problems of interest can be solved
efficiently."
Erik Demaine,Demaine_Erik,arXiv:1203.3602,https://arxiv.org/abs/1203.3602,"Abstract:  We show how to hang a picture by wrapping rope around n nails, making a
polynomial number of twists, such that the picture falls whenever any k out of
the n nails get removed, and the picture remains hanging when fewer than k
nails get removed. This construction makes for some fun mathematical magic
performances. More generally, we characterize the possible Boolean functions
characterizing when the picture falls in terms of which nails get removed as
all monotone Boolean functions. This construction requires an exponential
number of twists in the worst case, but exponential complexity is almost always
necessary for general functions."
Erik Demaine,Demaine_Erik,arXiv:1203.1895,https://arxiv.org/abs/1203.1895,"Abstract:  We prove NP-hardness results for five of Nintendo's largest video game
franchises: Mario, Donkey Kong, Legend of Zelda, Metroid, and Pokemon. Our
results apply to generalized versions of Super Mario Bros. 1-3, The Lost
Levels, and Super Mario World; Donkey Kong Country 1-3; all Legend of Zelda
games; all Metroid games; and all Pokemon role-playing games. In addition, we
prove PSPACE-completeness of the Donkey Kong Country games and several Legend
of Zelda games."
Erik Demaine,Demaine_Erik,arXiv:1201.1650,https://arxiv.org/abs/1201.1650,"Abstract:  We study the difference between the standard seeded model of tile
self-assembly, and the ""seedless"" two-handed model of tile self-assembly. Most
of our results suggest that the two-handed model is more powerful. In
particular, we show how to simulate any seeded system with a two-handed system
that is essentially just a constant factor larger. We exhibit finite shapes
with a busy-beaver separation in the number of distinct tiles required by
seeded versus two-handed, and exhibit an infinite shape that can be constructed
two-handed but not seeded. Finally, we show that verifying whether a given
system uniquely assembles a desired supertile is co-NP-complete in the
two-handed model, while it was known to be polynomially solvable in the seeded
model."
Erik Demaine,Demaine_Erik,arXiv:1112.4791,https://arxiv.org/abs/1112.4791,"Abstract:  We show that every orthogonal polyhedron homeomorphic to a sphere can be
unfolded without overlap while using only polynomially many (orthogonal) cuts.
By contrast, the best previous such result used exponentially many cuts. More
precisely, given an orthogonal polyhedron with n vertices, the algorithm cuts
the polyhedron only where it is met by the grid of coordinate planes passing
through the vertices, together with Theta(n^2) additional coordinate planes
between every two such grid planes."
Erik Demaine,Demaine_Erik,arXiv:1106.5736,https://arxiv.org/abs/1106.5736,"Abstract:  The Rubik's Cube is perhaps the world's most famous and iconic puzzle,
well-known to have a rich underlying mathematical structure (group theory). In
this paper, we show that the Rubik's Cube also has a rich underlying
algorithmic structure. Specifically, we show that the n x n x n Rubik's Cube,
as well as the n x n x 1 variant, has a ""God's Number"" (diameter of the
configuration space) of Theta(n^2/log n). The upper bound comes from
effectively parallelizing standard Theta(n^2) solution algorithms, while the
lower bound follows from a counting argument. The upper bound gives an
asymptotically optimal algorithm for solving a general Rubik's Cube in the
worst case. Given a specific starting state, we show how to find the shortest
solution in an n x O(1) x O(1) Rubik's Cube. Finally, we show that finding this
optimal solution becomes NP-hard in an n x n x 1 Rubik's Cube when the
positions and colors of some of the cubies are ignored (not used in determining
whether the cube is solved)."
Erik Demaine,Demaine_Erik,arXiv:1103.4513,https://arxiv.org/abs/1103.4513,"Abstract:  The separating words problem asks for the size of the smallest DFA needed to
distinguish between two words of length <= n (by accepting one and rejecting
the other). In this paper we survey what is known and unknown about the
problem, consider some variations, and prove several new results."
Erik Demaine,Demaine_Erik,arXiv:1009.5628,https://arxiv.org/abs/1009.5628,"Abstract:  An n-town, for a natural number n, is a group of n buildings, each occupying
a distinct position on a 2-dimensional integer grid. If we measure the distance
between two buildings along the axis-parallel street grid, then an n-town has
optimal shape if the sum of all pairwise Manhattan distances is minimized. This
problem has been studied for cities, i.e., the limiting case of very large n.
For cities, it is known that the optimal shape can be described by a
differential equation, for which no closed-form is known. We show that optimal
n-towns can be computed in O(n^7.5) time. This is also practically useful, as
it allows us to compute optimal solutions up to n=80."
Erik Demaine,Demaine_Erik,arXiv:1008.1224,https://arxiv.org/abs/1008.1224,"Abstract:  We show that deciding whether a given set of circles can be packed into a
rectangle, an equilateral triangle, or a unit square are NP-hard problems,
settling the complexity of these natural packing problems. On the positive
side, we show that any set of circles of total area 1 can be packed into a
square of size 4/\sqrt{pi}=2.2567... These results are motivated by problems
arising in the context of origami design."
Erik Demaine,Demaine_Erik,arXiv:1007.3607,https://arxiv.org/abs/1007.3607,"Abstract:  We introduce a notion of $k$-convexity and explore polygons in the plane that
have this property. Polygons which are \mbox{$k$-convex} can be triangulated
with fast yet simple algorithms. However, recognizing them in general is a
3SUM-hard problem. We give a characterization of \mbox{$2$-convex} polygons, a
particularly interesting class, and show how to recognize them in \mbox{$O(n
\log n)$} time. A description of their shape is given as well, which leads to
Erdős-Szekeres type results regarding subconfigurations of their vertex
sets. Finally, we introduce the concept of generalized geometric permutations,
and show that their number can be exponential in the number of
\mbox{$2$-convex} objects considered."
Erik Demaine,Demaine_Erik,arXiv:1004.4383,https://arxiv.org/abs/1004.4383,"Abstract:  We consider a model of algorithmic self-assembly of geometric shapes out of
square Wang tiles studied in SODA 2010, in which there are two types of tiles
(e.g., constructed out of DNA and RNA material) and one operation that destroys
all tiles of a particular type (e.g., an RNAse enzyme destroys all RNA tiles).
We show that a single use of this destruction operation enables much more
efficient construction of arbitrary shapes. In particular, an arbitrary shape
can be constructed using an asymptotically optimal number of distinct tile
types (related to the shape's Kolmogorov complexity), after scaling the shape
by only a logarithmic factor. By contrast, without the destruction operation,
the best such result has a scale factor at least linear in the size of the
shape, and is connected only by a spanning tree of the scaled tiles. We also
characterize a large collection of shapes that can be constructed efficiently
without any scaling."
Erik Demaine,Demaine_Erik,arXiv:1003.2851,https://arxiv.org/abs/1003.2851,"Abstract:  This paper investigates the popular card game UNO from the viewpoint of
algorithmic combinatorial game theory. We define simple and concise
mathematical models for the game, including both cooperative and uncooperative
versions, and analyze their computational complexity. In particular, we prove
that even a single-player version of UNO is NP-complete, although some
restricted cases are in P. Surprisingly, we show that the uncooperative
two-player version is also in P."
Erik Demaine,Demaine_Erik,arXiv:0910.1643,https://arxiv.org/abs/0910.1643,"Abstract:  For a set of n points in the plane, we consider the axis--aligned (p,k)-Box
Covering problem: Find p axis-aligned, pairwise-disjoint boxes that together
contain n-k points. In this paper, we consider the boxes to be either squares
or rectangles, and we want to minimize the area of the largest box. For general
p we show that the problem is NP-hard for both squares and rectangles. For a
small, fixed number p, we give algorithms that find the solution in the
following running times:
For squares we have O(n+k log k) time for p=1, and O(n log n+k^p log^p k time
for p = 2,3. For rectangles we get O(n + k^3) for p = 1 and O(n log n+k^{2+p}
log^{p-1} k) time for p = 2,3.
In all cases, our algorithms use O(n) space."
Erik Demaine,Demaine_Erik,arXiv:0909.5388,https://arxiv.org/abs/0909.5388,"Abstract:  We present a universal crease pattern--known in geometry as the tetrakis
tiling and in origami as box pleating--that can fold into any object made up of
unit cubes joined face-to-face (polycubes). More precisely, there is one
universal finite crease pattern for each number n of unit cubes that need to be
folded. This result contrasts previous universality results for origami, which
require a different crease pattern for each target object, and confirms
intuition in the origami community that box pleating is a powerful design
technique."
Erik Demaine,Demaine_Erik,arXiv:0909.3221,https://arxiv.org/abs/0909.3221,"Abstract:  The Stackelberg Minimum Spanning Tree Game is a two-level combinatorial
pricing problem played on a graph representing a network. Its edges are colored
either red or blue, and the red edges have a given fixed cost, representing the
competitor's prices. The first player chooses an assignment of prices to the
blue edges, and the second player then buys the cheapest spanning tree, using
any combination of red and blue edges. The goal of the first player is to
maximize the total price of purchased blue edges.
We study this problem in the cases of planar and bounded-treewidth graphs. We
show that the problem is NP-hard on planar graphs but can be solved in
polynomial time on graphs of bounded treewidth."
Erik Demaine,Demaine_Erik,arXiv:0908.2493,https://arxiv.org/abs/0908.2493,"Abstract:  The minimum feature size of a crossing-free straight line drawing is the
minimum distance between a vertex and a non-incident edge. This quantity
measures the resolution needed to display a figure or the tool size needed to
mill the figure. The spread is the ratio of the diameter to the minimum feature
size. While many algorithms (particularly in meshing) depend on the spread of
the input, none explicitly consider finding a mesh whose spread is similar to
the input. When a polygon is partitioned into smaller regions, such as
triangles or quadrangles, the degradation is the ratio of original to final
spread (the final spread is always greater).
Here we present an algorithm to quadrangulate a simple n-gon, while achieving
constant degradation. Note that although all faces have a quadrangular shape,
the number of edges bounding each face may be larger. This method uses Theta(n)
Steiner points and produces Theta(n) quadrangles. In fact to obtain constant
degradation, Omega(n) Steiner points are required by any algorithm.
We also show that, for some polygons, a constant factor cannot be achieved by
any triangulation, even with an unbounded number of Steiner points. The
specific lower bounds depend on whether Steiner vertices are used or not."
Erik Demaine,Demaine_Erik,arXiv:0908.2440,https://arxiv.org/abs/0908.2440,"Abstract:  We consider the theoretical model of Crystalline robots, which have been
introduced and prototyped by the robotics community. These robots consist of
independently manipulable unit-square atoms that can extend/contract arms on
each side and attach/detach from neighbors. These operations suffice to
reconfigure between any two given (connected) shapes. The worst-case number of
sequential moves required to transform one connected configuration to another
is known to be Theta(n). However, in principle, atoms can all move
simultaneously. We develop a parallel algorithm for reconfiguration that runs
in only O(log n) parallel steps, although the total number of operations
increases slightly to Theta(nlogn). The result is the first (theoretically)
almost-instantaneous universally reconfigurable robot built from simple units."
